region,flow,entity,budget_item,source,value
Shan,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,7
Shan,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,31.725
Shan,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,1.72
Shan,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,8.11
Shan,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,0.24
Shan,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,18.886
Shan,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.002
Shan,income,"Ministries, Administrative Departments, Municipals",Budget Department,Other Income,0.278
Shan,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.175
Shan,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,1.464
Shan,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,24.729
Shan,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,10555.806
Shan,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,86822.164
Shan,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,4439.883
Shan,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,9157.031
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,163.919
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,602.769
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,23.827
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,132.654
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,2408.568
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,416.2
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,69.426
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,326.43
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,66.164
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,1429.17
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,263.303
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,186.451
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,704.84
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,191.13
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,30633.755
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,12.334
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,4906.402
Shan,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,15
Shan,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,2191.847
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,2.508
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,35
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,2.36
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,1.4
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Capital Expenditure,149.52
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,58.6
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Capital Expenditure,16
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,57.477
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,271.88
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,49.777
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,285.285
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,1370.1
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,33372.825
Shan,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,6506.098
Shan,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,44.095
Shan,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,2.75
Shan,income,State Owned Enterprises,Public Works,Other Income,63955.596
Shan,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,39.34
Shan,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,16.816
Shan,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,62501.169
Shan,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,6104.675
Tanintharyi,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,1033.583
Tanintharyi,income,"High Court, Advocate General, Auditor General",Courts,Other Income,11.515
Tanintharyi,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.147
Tanintharyi,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.054
Tanintharyi,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,1494.686
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,95.201
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,273.34
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,167.922
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,377.375
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,1000
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,4661.33
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,513.991
Tanintharyi,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,105.558
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,134.13
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,519.207
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.051
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,125.185
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,0.832
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,105.23
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,276.915
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,49.961
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,168.879
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,6.455
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.015
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,0.341
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,0.555
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,0.065
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,47.556
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,0.985
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,16.315
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Budget Department,Other Income,0.006
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.014
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,0.334
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,5.6
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,2145.798
Tanintharyi,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,27399.452
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,2113.747
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,92.37
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,207.789
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,64.587
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,407.702
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,210.903
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,231.361
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,109.288
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,481.95
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,151.515
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,46.848
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,174.414
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,99.898
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,1472.119
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,10.736
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,1208.361
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,15
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,613.192
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,234.216
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,33.5
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Capital Expenditure,70.836
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,77.56
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,214.18
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,5.27
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,5.17
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,2614.523
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,12086.42
Tanintharyi,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,1363.044
Tanintharyi,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,11.941
Tanintharyi,income,State Owned Enterprises,Public Works,Other Income,13560.539
Tanintharyi,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,13.803
Tanintharyi,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,13136.876
Tanintharyi,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,196.2
Yangon,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,411.136
Yangon,income,"High Court, Advocate General, Auditor General",Courts,Other Income,78.001
Yangon,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,2.02
Yangon,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,1.2
Yangon,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Yangon,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,579.778
Yangon,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,390.136
Yangon,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,1331.475
Yangon,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,706.992
Yangon,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,1441.259
Yangon,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,1411.136
Yangon,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,10421.119
Yangon,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Capital Expenditure,3
Yangon,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,1104.915
Yangon,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Capital Expenditure,977.871
Yangon,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,2338.888
Yangon,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,1062.312
Yangon,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,1.589
Yangon,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,110.097
Yangon,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,27.718
Yangon,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,480.658
Yangon,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,4770.604
Yangon,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,8830.692
Yangon,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,2.298
Yangon,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,20.692
Yangon,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.027
Yangon,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,21.395
Yangon,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,5.18
Yangon,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,113.645
Yangon,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,0.88
Yangon,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,70.587
Yangon,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,23.31
Yangon,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,0.24
Yangon,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,52.01
Yangon,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.035
Yangon,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.1
Yangon,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,26.928
Yangon,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,5.5
Yangon,income,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Other Income,0.002
Yangon,income,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Other Income,45074.443
Yangon,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,3255.095
Yangon,income,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Capital Income,64253.984
Yangon,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,26120.497
Yangon,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,7810.181
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,4394.999
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,278.911
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,922.701
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,36.546
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,676.412
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,860.845
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,366.189
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,127.151
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,16.771
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,693.399
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,201.786
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,49.943
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,563.845
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,986.696
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,1887.818
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,34.606
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Ordinary Expenditure,47902.808
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,2111.578
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Expenses Paid for Interest,25.2
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,14.5
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,9.33
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,3
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,34.291
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,5.61
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,943.915
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,500
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Capital Expenditure,76881.231
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,5171.58
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Loans,171
Yangon,expenditure,"Ministries, Administrative Departments, Municipals",Yangon City Development Committee,Organizational Investment,500
Yangon,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,279.464
Yangon,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,41.914
Yangon,income,State Owned Enterprises,Public Works,Other Income,2389.393
Yangon,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,273.148
Yangon,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,106.218
Yangon,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,3563.007
